Transaction ID,Salesperson,Date,Payment Month,Status,Revenue,Company Name
2013,Baines,07/07/2024,Jul,Existing,22020,TranCon Airways
2014,Moll,07/07/2024,Jul,New,5820,Minuteman Cafe
2015,Simonson,07/07/2024,Jul,Lapsed,27480,Three Waters
2016,Gilman,07/07/2024,Jul,Existing,27870,Slate Rock and Gravel Company
2017,Schwarz,08/07/2024,Jul,New,19980,Initech
2018,Pritchett,08/07/2024,Jul,Existing,26280,Osato Chemicals
2019,Schwarz,08/07/2024,Jul,Existing,14670,North Central Positronics
2020,Ahmad,08/07/2024,Jul,Existing,21270,BLAND Corporation
2021,Hall,08/07/2024,Jul,Lapsed,17430,Soar Airlines
2022,Batiste,08/07/2024,Jul,Existing,22410,Allied Biscuit
2023,Gilman,08/07/2024,Jul,Existing,6090,Trans Allied Airlines
2024,Parrish,08/07/2024,Jul,New,27990,Shinra Electric Power Company
2025,Schwarz,08/07/2024,Jul,Existing,28140,Trans Allied Airlines
2026,Moll,09/07/2024,Jul,Existing,2250,Industrial Automation
2027,Pritchett,09/07/2024,Jul,Existing,9180,The Dot Grill
2028,Parrish,09/07/2024,Jul,Existing,29640,Atlantic Northern
2029,Palacios,09/07/2024,Jul,New,23220,Caliban Industries
2030,Levy,09/07/2024,Jul,Lapsed,17190,Ajax Corporation
2031,Hall,09/07/2024,Jul,New,4920,Globex Corporation
2032,Gilman,09/07/2024,Jul,Existing,8550,Blammo Corp
2033,Baines,09/07/2024,Jul,New,22800,Monarch Playing Card Co.
2034,Ahmad,09/07/2024,Jul,New,3210,Rouster and Sideways
2035,Parrish,10/07/2024,Jul,Existing,24270,Sirius Cybernetics Corporation
2036,Levy,10/07/2024,Jul,New,10140,McMahon and Tate
2037,Kroll,10/07/2024,Jul,Existing,27510,Megadodo Publications
2038,Vincent,10/07/2024,Jul,New,6210,Trans United Airways
2039,Kroll,10/07/2024,Jul,Existing,27210,Federation World Airlines
2040,Parrish,10/07/2024,Aug,Existing,15720,Columbia Airlines
2041,Hall,10/07/2024,Aug,New,25590,Sudden Pacific Railroad
2042,Schwarz,10/07/2024,Aug,New,16620,Plow King
2043,Schwarz,10/07/2024,Aug,Lapsed,22860,Big T Burgers and Fries
2044,Schwarz,10/07/2024,Aug,Lapsed,18510,The Queen Victoria
2045,Baines,10/07/2024,Aug,Existing,2040,Rouster and Sideways
2046,Baines,10/07/2024,Aug,Lapsed,21450,The Dot Grill
2047,Moll,11/07/2024,Aug,Lapsed,11010,Crudgington Brewery
2048,Pritchett,11/07/2024,Aug,Lapsed,5460,Input Inc.
2049,Vincent,11/07/2024,Aug,Lapsed,20880,Biffco
2050,Pritchett,11/07/2024,Aug,Existing,25350,The Hanso Foundation
2051,Gilman,11/07/2024,Aug,New,11100,Carrys Candles
2052,Vincent,11/07/2024,Aug,Existing,21810,Initech
2053,Hall,11/07/2024,Aug,Existing,18180,Parrish Communications
2054,Pritchett,11/07/2024,Aug,Existing,29430,Incom Corporation
2055,Schwarz,11/07/2024,Aug,Lapsed,24600,Edgars Industries
2056,Hitchcock,11/07/2024,Aug,Existing,19380,Megadodo Publications
2057,Kroll,11/07/2024,Aug,Existing,2580,Mainway Toys
2058,Hall,11/07/2024,Aug,Lapsed,4830,The Queen Victoria
2059,Parrish,11/07/2024,Aug,New,27120,Monarch Playing Card Co.
2060,Batiste,12/07/2024,Aug,Lapsed,7290,Flowers By Irene
2061,Schwarz,12/07/2024,Aug,Existing,6030,Osato Chemicals
2062,Levy,12/07/2024,Aug,New,2610,Minuteman Cafe
2063,Palacios,12/07/2024,Aug,New,10770,Gringotts
2064,Palacios,12/07/2024,Aug,Lapsed,13770,TriOptimum Corporation
2065,Moll,12/07/2024,Aug,New,15420,Galaxy Corp
2066,Kroll,12/07/2024,Aug,Existing,4200,Nordyne Defense Dynamics
2067,Hitchcock,12/07/2024,Aug,Lapsed,25740,Initrode
2068,Hall,12/07/2024,Aug,Lapsed,10050,Columbia Airlines
2069,Vincent,12/07/2024,Aug,New,14910,Monarch Playing Card Co.
2070,Palacios,13/07/2024,Aug,Lapsed,5520,Axis Chemical Co.
2071,Schwarz,13/07/2024,Sep,Existing,18330,McMahon and Tate
2072,Parrish,13/07/2024,Sep,Existing,6210,Initrode
2073,Vincent,13/07/2024,Sep,Existing,27960,123 Warehousing
2074,Vincent,13/07/2024,Sep,Lapsed,29730,Input Inc.
2075,Palacios,13/07/2024,Sep,Existing,24450,Caliban Industries
2076,Vincent,13/07/2024,Sep,New,29040,Biffco
2077,Batiste,13/07/2024,Sep,Existing,7590,Stark Industries
2078,Gilman,13/07/2024,Sep,Existing,8610,Gringotts
2079,Moll,13/07/2024,Sep,Existing,18180,Foo Bars
2080,Moll,13/07/2024,Sep,New,10830,Leeding Engines Ltd.
2081,Pritchett,13/07/2024,Sep,Existing,21720,Ewing Oil
2082,Baines,13/07/2024,Sep,New,18660,Data Systems
2083,Simonson,14/07/2024,Sep,New,11580,Southern Railway of Northern Ireland
2084,Moll,14/07/2024,Sep,Existing,28350,Trans Regional Airlines
2085,Kroll,14/07/2024,Sep,Existing,18900,Benthic Petroleum
2086,Levy,14/07/2024,Sep,New,4560,General Products
2087,Hall,14/07/2024,Sep,Lapsed,4380,Caliban Industries
2088,Batiste,14/07/2024,Sep,Existing,27750,Demo Inc.
2089,Schwarz,14/07/2024,Sep,New,22260,General Forge and Foundry
2090,Baines,14/07/2024,Sep,New,27330,Videlectrix
2091,Palacios,14/07/2024,Sep,New,13200,Slate Rock and Gravel Company
2092,Vincent,15/07/2024,Sep,Existing,22920,Massive Dynamic
2093,Ahmad,15/07/2024,Sep,Existing,18030,North Western Railway
2094,Levy,15/07/2024,Sep,New,8010,LexCorp
2095,Moll,15/07/2024,Sep,New,4290,Wallaby Airlines
2096,Vincent,15/07/2024,Sep,New,20340,C.H. Lavatory and Sons
2097,Parrish,15/07/2024,Sep,New,6120,Canada World Airways
2098,Kroll,15/07/2024,Sep,Existing,17580,ABC Telecom
2099,Pritchett,15/07/2024,Sep,Lapsed,15930,123 Warehousing
2100,Schwarz,15/07/2024,Sep,New,27360,Stark Industries
2101,Levy,15/07/2024,Oct,New,27030,Rouster and Sideways
2102,Ahmad,15/07/2024,Oct,New,29280,Charles Townsend Agency
2103,Baines,15/07/2024,Oct,Existing,27300,Minuteman Cafe
2104,Batiste,15/07/2024,Oct,Existing,9210,Slate Rock and Gravel Company
2105,Baines,15/07/2024,Oct,Existing,5700,Initech
2106,Hitchcock,16/07/2024,Oct,Existing,26100,Universal Exports
2107,Vincent,16/07/2024,Oct,Existing,8010,Massive Dynamic
2108,Vincent,16/07/2024,Oct,New,9510,General Forge and Foundry
2109,Ahmad,16/07/2024,Oct,Lapsed,4560,Minco
2110,Schwarz,16/07/2024,Oct,New,7230,Blammo Corp
2111,Gilman,16/07/2024,Oct,New,8280,Gadgetron
2112,Palacios,16/07/2024,Oct,Existing,8790,Foo Bars
2113,Hall,16/07/2024,Oct,Existing,8100,Brown Streak Railroad
2114,Levy,16/07/2024,Oct,Existing,4470,The Drunken Clam
2115,Hitchcock,16/07/2024,Oct,Lapsed,28230,Parrish Communications
2116,Gilman,16/07/2024,Oct,New,25560,CC Corporation
2117,Schwarz,16/07/2024,Oct,New,25530,Vandelay Industries
2118,Ahmad,16/07/2024,Oct,Existing,2160,Leeding Engines Ltd.
2119,Pritchett,16/07/2024,Oct,Lapsed,27930,VersaLife Corporation
2120,Kroll,17/07/2024,Oct,Lapsed,18360,Fake Brothers
2121,Hall,17/07/2024,Oct,New,15960,Trans Continental Airlines
2122,Hitchcock,17/07/2024,Oct,New,4620,Mishima Zaibatsu
2123,Parrish,17/07/2024,Oct,Existing,26010,Culdee Fell Railway
2124,Levy,17/07/2024,Oct,Lapsed,6060,Zevo Toys
2125,Batiste,17/07/2024,Oct,Existing,24480,Tip Top Cafe
2126,Levy,17/07/2024,Oct,New,14190,Sixty Second Avenue
2127,Batiste,17/07/2024,Oct,New,27810,Zorin Industries
2128,Schwarz,17/07/2024,Oct,New,4860,Trans Regional Airlines
2129,Gilman,17/07/2024,Oct,New,22140,Leeding Engines Ltd.
2130,Schwarz,17/07/2024,Oct,Existing,27120,Judgment Six
2131,Schwarz,17/07/2024,Oct,Existing,15960,ZiffCorp
2132,Schwarz,17/07/2024,Nov,New,12120,The Drunken Clam
2133,Parrish,17/07/2024,Nov,Existing,11250,Osato Chemicals
2134,Hitchcock,17/07/2024,Nov,New,12660,Judgment Six
2135,Hitchcock,17/07/2024,Nov,New,2670,Global Airways
2136,Gilman,17/07/2024,Nov,Existing,13320,Primatech
2137,Gilman,18/07/2024,Nov,New,14940,Globo Gym American Corp
2138,Baines,18/07/2024,Nov,Existing,4650,Klimpys
2139,Ahmad,18/07/2024,Nov,New,6540,VersaLife Corporation
2140,Ahmad,18/07/2024,Nov,Existing,24120,Oceanic Airlines
2141,Levy,18/07/2024,Nov,Lapsed,4590,Zevo Toys
2142,Schwarz,18/07/2024,Nov,Existing,16290,Hishii Industries
2143,Hall,18/07/2024,Nov,Existing,29580,Canada World Airways
2144,Ahmad,18/07/2024,Nov,Existing,1530,Axis Chemical Co.
2145,Batiste,18/07/2024,Nov,New,27960,Allied Biscuit
2146,Palacios,19/07/2024,Nov,Existing,21720,Universal Exports
2147,Simonson,19/07/2024,Nov,New,3000,Fake Brothers
2148,Levy,19/07/2024,Nov,New,1590,Mainway Toys
2149,Hall,19/07/2024,Nov,New,16500,Curious Goods
2150,Schwarz,19/07/2024,Nov,Lapsed,17490,Galaxy Corp
2151,Hall,19/07/2024,Nov,Existing,23280,Brown Streak Railroad
2152,Simonson,19/07/2024,Nov,Lapsed,17790,Brown Streak Railroad
2153,Palacios,19/07/2024,Nov,Lapsed,18180,Mainco
2154,Hall,19/07/2024,Nov,Lapsed,5220,Cathedral Software
2155,Batiste,19/07/2024,Nov,Existing,3240,Roxxon
2156,Levy,19/07/2024,Nov,Existing,1500,Gizmonic Institute
2157,Pritchett,19/07/2024,Nov,New,17340,Soar Airlines
2158,Baines,19/07/2024,Nov,New,28710,Rossum Corporation
2159,Vincent,20/07/2024,Nov,New,21360,MARS Industries
2160,Vincent,20/07/2024,Nov,Lapsed,21810,The Queen Victoria
2161,Vincent,20/07/2024,Nov,Lapsed,12300,Mishima Zaibatsu
2162,Ahmad,20/07/2024,Dec,New,15210,Corellian Engineering Corporation
2163,Vincent,20/07/2024,Dec,Existing,14340,InGen Corporation
2164,Baines,20/07/2024,Dec,Existing,3270,Trans Continental Airlines
2165,Palacios,20/07/2024,Dec,New,13020,Blue Sun Corporation
2166,Vincent,20/07/2024,Dec,Existing,18270,Canada World Airways
2167,Vincent,21/07/2024,Dec,New,7680,Corellian Engineering Corporation
2168,Levy,21/07/2024,Dec,Lapsed,13530,Kumatsu Motors
2169,Simonson,21/07/2024,Dec,New,16950,Bluth Company
2170,Ahmad,21/07/2024,Dec,New,13800,Three Waters
2171,Vincent,21/07/2024,Dec,New,8370,Wernham Hogg
2172,Vincent,21/07/2024,Dec,Lapsed,19920,Uplink Corporation
2173,Hall,21/07/2024,Dec,Existing,4290,Trans Regional Airlines
2174,Kroll,21/07/2024,Dec,Existing,17220,Klimpys
2175,Hitchcock,21/07/2024,Dec,Existing,15150,Galaxy Corp
2176,Simonson,21/07/2024,Dec,New,3180,Virtucon
2177,Pritchett,21/07/2024,Dec,New,16410,XYZ Corp
2178,Gilman,21/07/2024,Dec,New,1920,Sonky Rubber Goods
2179,Vincent,21/07/2024,Dec,Existing,10950,Jupiter Mining Corporation
2180,Levy,22/07/2024,Dec,New,24090,Parrish Communications
2181,Pritchett,22/07/2024,Dec,Existing,16770,Queen Industries
2182,Gilman,22/07/2024,Dec,Lapsed,24300,General Forge and Foundry
2183,Levy,22/07/2024,Dec,New,21510,SpringShield
2184,Kroll,23/07/2024,Dec,Existing,27630,North Western Railway
2185,Palacios,23/07/2024,Dec,Lapsed,8400,The Lanford Lunch Box
2186,Baines,23/07/2024,Dec,Existing,23910,Globex Corporation
2187,Palacios,23/07/2024,Dec,Lapsed,10320,Mainway Toys
2188,Kroll,23/07/2024,Dec,Existing,26670,Curious Goods
2189,Moll,23/07/2024,Dec,Existing,19110,Mishima Zaibatsu
2190,Ahmad,23/07/2024,Dec,New,13230,Transworld Consortium
2191,Batiste,23/07/2024,Dec,Lapsed,16260,Globex Corporation
2192,Baines,24/07/2024,Dec,Existing,21060,Corellian Engineering Corporation
2193,Ahmad,24/07/2024,Jan,New,7890,123 Warehousing
2194,Ahmad,24/07/2024,Jan,Lapsed,28800,Industrial Automation
2195,Vincent,24/07/2024,Jan,Lapsed,4320,Initrode
2196,Vincent,24/07/2024,Jan,New,10320,Wallaby Airlines
2197,Moll,24/07/2024,Jan,New,14580,PediaCorp
2198,Batiste,24/07/2024,Jan,New,4170,Trans Continental Airlines
2199,Ahmad,24/07/2024,Jan,New,26640,Roboto Industries
2200,Pritchett,24/07/2024,Jan,Existing,26910,Umbrella Corporation
2201,Moll,24/07/2024,Jan,New,15630,Southern Railway of Northern Ireland
2202,Schwarz,24/07/2024,Jan,Lapsed,28620,Slate Rock and Gravel Company
2203,Schwarz,24/07/2024,Jan,New,17250,Widget Corp
2204,Hall,24/07/2024,Jan,Existing,11760,Foo Bars
2205,Parrish,24/07/2024,Jan,Lapsed,14820,Tessier-Ashpool
2206,Schwarz,24/07/2024,Jan,Existing,12390,Canada World Airways
2207,Simonson,24/07/2024,Jan,Lapsed,5970,Vandelay Industries
2208,Gilman,24/07/2024,Jan,New,18780,Brown Streak Railroad
2209,Hall,25/07/2024,Jan,Lapsed,28650,Leeding Engines Ltd.
2210,Gilman,25/07/2024,Jan,Existing,23880,Minuteman Cafe
2211,Hall,25/07/2024,Jan,Existing,15840,Klimpys
2212,Gilman,25/07/2024,Jan,New,13230,The New Firm
2213,Vincent,25/07/2024,Jan,Existing,14130,Osato Chemicals
2214,Hall,25/07/2024,Jan,Lapsed,14940,Praxis Corporation
2215,Parrish,25/07/2024,Jan,New,3420,United Robotronics
2216,Hitchcock,25/07/2024,Jan,Existing,10860,Acme Corp
2217,Simonson,26/07/2024,Jan,New,24060,Sample Inc.
2218,Hitchcock,26/07/2024,Jan,New,11700,Foo Bars
2219,Simonson,26/07/2024,Jan,Existing,21960,Sirius Cybernetics Corporation
2220,Palacios,26/07/2024,Jan,Existing,27630,Smith and Co.
2221,Gilman,26/07/2024,Jan,New,27330,Foo Bars
2222,Hall,26/07/2024,Jan,Existing,28530,Megadodo Publications
2223,Levy,26/07/2024,Jan,Existing,8250,Canada World Airways
2224,Levy,26/07/2024,Feb,New,14490,Brown Streak Railroad
2225,Palacios,26/07/2024,Feb,Lapsed,16890,London and West Coast Railway
2226,Gilman,26/07/2024,Feb,New,8100,The Lanford Lunch Box
2227,Simonson,26/07/2024,Feb,New,4590,Trans Regional Airlines
2228,Pritchett,26/07/2024,Feb,Existing,10500,Petrox Oil Company
2229,Baines,26/07/2024,Feb,New,4140,ZiffCorp
2230,Hall,26/07/2024,Feb,Lapsed,8490,VersaLife Corporation
2231,Vincent,26/07/2024,Feb,New,10740,LexCorp
2232,Levy,27/07/2024,Feb,New,5160,Sombra Corporation
2233,Parrish,27/07/2024,Feb,Existing,7650,Chez Quis
2234,Ahmad,27/07/2024,Feb,New,19500,Slate Rock and Gravel Company
2235,Hitchcock,27/07/2024,Feb,Existing,5700,Hishii Industries
2236,Moll,27/07/2024,Feb,New,20340,Sample Company
2237,Hall,27/07/2024,Feb,Existing,25620,Gadgetron
2238,Levy,27/07/2024,Feb,Existing,13110,Blarg Factory
2239,Vincent,27/07/2024,Feb,New,19320,Northern & Southern Railway
2240,Simonson,27/07/2024,Feb,Existing,18210,Parrish Communications
2241,Pritchett,27/07/2024,Feb,Lapsed,23610,Sto Plains Holdings
2242,Moll,27/07/2024,Feb,New,16470,Uplink Corporation
2243,Pritchett,27/07/2024,Feb,Lapsed,24540,Trans Continental Airlines
2244,Batiste,27/07/2024,Feb,Lapsed,14610,QuantCo
2245,Schwarz,27/07/2024,Feb,Existing,22320,Soar Airlines
2246,Batiste,27/07/2024,Feb,Existing,18120,Globo-Chem
2247,Palacios,27/07/2024,Feb,Lapsed,24990,Trans Global Airlines
2248,Levy,27/07/2024,Feb,New,25290,Sudden Pacific Railroad
2249,Ahmad,27/07/2024,Feb,New,4950,Crudgington Brewery
2250,Vincent,27/07/2024,Feb,Existing,24900,The Queen Victoria
2251,Gilman,27/07/2024,Feb,New,22230,Bluth Company
2252,Ahmad,27/07/2024,Mar,Lapsed,16410,Praxis Corporation
2253,Vincent,28/07/2024,Mar,New,15300,Charles Townsend Agency
2254,Schwarz,28/07/2024,Mar,Lapsed,23010,Minco
2255,Levy,28/07/2024,Mar,Lapsed,26820,Uplink Corporation
2256,Gilman,28/07/2024,Mar,Lapsed,13530,Trans Regional Airlines
2257,Hitchcock,28/07/2024,Mar,Existing,3420,Osato Chemicals
2258,Moll,28/07/2024,Mar,New,27360,North Western Railway
2259,Vincent,28/07/2024,Mar,New,5820,Matsumura Fishworks
2260,Ahmad,28/07/2024,Mar,Existing,20040,TranCon Airways
2261,Hall,29/07/2024,Mar,Existing,2520,Foo Bars
2262,Pritchett,29/07/2024,Mar,New,21930,Union Aerospace Corporation
2263,Pritchett,29/07/2024,Mar,New,1980,Uplink Corporation
2264,Hall,29/07/2024,Mar,Existing,9510,Parrish Communications
2265,Batiste,29/07/2024,Mar,Lapsed,18390,Springfield Nuclear Power Plant
2266,Levy,29/07/2024,Mar,Existing,14250,Minco
2267,Schwarz,29/07/2024,Mar,New,17100,Canada World Airways
2268,Gilman,29/07/2024,Mar,New,16380,Barrytron
2269,Kroll,29/07/2024,Mar,Existing,17250,Blue Sun Corporation
2270,Hall,29/07/2024,Mar,New,17880,Contoso Corporation
2271,Vincent,29/07/2024,Mar,Existing,5730,Barrytron
2272,Levy,29/07/2024,Mar,Lapsed,10320,Globo-Chem
2273,Schwarz,29/07/2024,Mar,New,5940,Extensive Enterprise
2274,Batiste,29/07/2024,Mar,New,2400,Jupiter Mining Corporation
2275,Batiste,30/07/2024,Mar,New,10680,Incom Corporation
2276,Palacios,30/07/2024,Mar,New,4890,Cyberdyne Systems
2277,Vincent,30/07/2024,Mar,New,21780,Caliban Industries
2278,Palacios,30/07/2024,Mar,New,8820,QWERTY Logistics
2279,Ahmad,30/07/2024,Mar,Lapsed,10740,Onion Pacific Railroad
2280,Gilman,30/07/2024,Mar,Existing,23040,Virtucon
2281,Simonson,30/07/2024,Mar,Existing,11520,Rossum Corporation
2282,Baines,30/07/2024,Mar,New,4500,Nordyne Defense Dynamics
2283,Levy,30/07/2024,Apr,Lapsed,27120,Contoso Corporation
2284,Hall,30/07/2024,Apr,Lapsed,2160,Spade and Archer
2285,Ahmad,30/07/2024,Apr,Existing,19560,MARS Industries
2286,Pritchett,30/07/2024,Apr,Existing,21420,Corellian Engineering Corporation
2287,Vincent,31/07/2024,Apr,Lapsed,27030,Atlantic International Airlines
2288,Baines,31/07/2024,Apr,New,21450,Trans Allied Airlines
2289,Palacios,31/07/2024,Apr,Lapsed,19650,Jupiter Mining Corporation
2290,Baines,31/07/2024,Apr,Existing,23250,Quantum Airlines
2291,Schwarz,31/07/2024,Apr,Lapsed,15570,Acme Corp
2292,Batiste,31/07/2024,Apr,New,29400,North Western Railway
2293,Parrish,01/08/2024,Apr,New,25170,Rossum Corporation
2294,Levy,01/08/2024,Apr,Existing,17730,Buy and Large Corporation
2295,Kroll,01/08/2024,Apr,Existing,20670,St. Anky Beer
2296,Baines,01/08/2024,Apr,New,27660,Minco
2297,Schwarz,01/08/2024,Apr,New,8040,123 Warehousing
2298,Levy,01/08/2024,Apr,Existing,10440,Vandelay Industries
2299,Hall,01/08/2024,Apr,Existing,28110,Foo Bars
2300,Vincent,01/08/2024,Apr,New,5640,Sonky Rubber Goods
2301,Gilman,01/08/2024,Apr,Existing,14610,Big T Burgers and Fries
2302,Pritchett,01/08/2024,Apr,New,1830,InGen Corporation
2303,Hall,01/08/2024,Apr,Existing,9420,Cyberdyne Systems
2304,Moll,02/08/2024,Apr,Existing,6810,Nordyne Defense Dynamics
2305,Kroll,02/08/2024,Apr,New,24720,Massive Dynamic
2306,Baines,02/08/2024,Apr,Existing,4590,Chez Quis
2307,Parrish,02/08/2024,Apr,Existing,24240,QuantCo
2308,Simonson,02/08/2024,Apr,Existing,2700,U.S. Robotics and Mechanical Men
2309,Hall,02/08/2024,Apr,New,3660,Data Systems
2310,Pritchett,02/08/2024,Apr,New,2760,Jupiter Mining Corporation
2311,Levy,02/08/2024,Apr,Existing,7230,Curious Goods
2312,Hitchcock,02/08/2024,Apr,Existing,29880,Southern Railway of Northern Ireland
2313,Levy,02/08/2024,May,New,12060,Massive Dynamic
2314,Hall,02/08/2024,May,Existing,17850,Soar Airlines
2315,Schwarz,02/08/2024,May,New,9330,NorthAm Robotics
2316,Schwarz,03/08/2024,May,Existing,15750,General Products
2317,Palacios,03/08/2024,May,New,8490,Cathedral Software
2318,Batiste,03/08/2024,May,New,28770,Blammo Corp
2319,Schwarz,03/08/2024,May,Existing,25860,Caliban Industries
2320,Baines,03/08/2024,May,New,2040,Contoso Corporation
2321,Moll,03/08/2024,May,New,20280,Columbia Airlines
2322,Parrish,03/08/2024,May,Existing,12150,Trans Global Airlines
2323,Baines,03/08/2024,May,New,13590,Atlantic Corporation
2324,Baines,03/08/2024,May,Existing,16410,Jupiter Mining Corporation
2325,Simonson,03/08/2024,May,New,14370,The New Firm
2326,Moll,03/08/2024,May,Existing,23400,Columbia Airlines
2327,Levy,03/08/2024,May,Lapsed,28890,Barrytron
2328,Hitchcock,03/08/2024,May,Lapsed,14490,Bad Wolf Corporation
2329,Baines,03/08/2024,May,New,14760,TetraCorp
2330,Gilman,03/08/2024,May,Lapsed,18540,Zorg Industries
2331,Simonson,03/08/2024,May,Lapsed,24780,TriOptimum Corporation
2332,Hall,04/08/2024,May,Existing,29580,Massive Dynamic
2333,Schwarz,04/08/2024,May,Existing,6360,Ace Tomato Company
2334,Batiste,04/08/2024,May,New,3870,Bad Wolf Corporation
2335,Palacios,04/08/2024,May,New,2400,Judgment Six
2336,Baines,04/08/2024,May,Existing,16380,Galaxy Corp
2337,Hitchcock,04/08/2024,May,New,12990,Mainco
2338,Moll,04/08/2024,May,Lapsed,12690,Vandelay Industries
2339,Simonson,04/08/2024,May,New,16110,The New Firm
2340,Levy,04/08/2024,May,New,20760,North Western Railway
2341,Batiste,04/08/2024,May,Existing,19410,Ajax Corporation
2342,Moll,04/08/2024,May,Existing,21780,Megadodo Publications
2343,Ahmad,04/08/2024,May,Lapsed,8550,Axis Chemical Co.
2344,Hitchcock,04/08/2024,Jun,New,15270,Arlesdale Railway
2345,Kroll,05/08/2024,Jun,Existing,23310,XYZ Corp
2346,Moll,05/08/2024,Jun,New,21480,Ace Tomato Company
2347,Levy,05/08/2024,Jun,New,2250,Blue Sun Corporation
2348,Hitchcock,05/08/2024,Jun,Lapsed,18240,Fabrikam Corporation
2349,Levy,05/08/2024,Jun,Existing,4680,Gizmonic Institute
2350,Gilman,05/08/2024,Jun,Existing,10590,InGen Corporation
2351,Baines,05/08/2024,Jun,Existing,29580,Global Airways
2352,Simonson,06/08/2024,Jun,Existing,24990,London and West Coast Railway
2353,Hitchcock,06/08/2024,Jun,New,11190,Praxis Corporation
2354,Hitchcock,06/08/2024,Jun,Existing,3600,Transworld Consortium
2355,Kroll,06/08/2024,Jun,New,8010,Wallaby Airlines
2356,Batiste,06/08/2024,Jun,Lapsed,2130,Zevo Toys
2357,Pritchett,06/08/2024,Jun,New,16590,Atlantic Corporation
2358,Ahmad,06/08/2024,Jun,New,16590,Trade Federation
2359,Hall,06/08/2024,Jun,New,2940,Axis Chemical Co.
2360,Batiste,06/08/2024,Jun,Existing,6420,Water and Power
2361,Levy,06/08/2024,Jun,New,15810,Demo Inc.
2362,Batiste,06/08/2024,Jun,Lapsed,24690,Mammoth Pictures
2363,Ahmad,06/08/2024,Jun,New,1500,Monarch Playing Card Co.
2364,Vincent,07/08/2024,Jun,New,2550,General Services Corporation
2365,Baines,07/08/2024,Jun,New,6060,Thatherton Fuels
2366,Gilman,07/08/2024,Jun,Lapsed,20670,Bad Wolf Corporation
2367,Kroll,07/08/2024,Jun,New,24030,Culdee Fell Railway
2368,Pritchett,07/08/2024,Jun,New,25200,Crudgington Brewery
2369,Hall,07/08/2024,Jun,Lapsed,7830,Monarch Playing Card Co.
2370,Hall,07/08/2024,Jun,Existing,27840,Uplink Corporation
2371,Simonson,07/08/2024,Jun,Existing,12660,Hishii Industries
2372,Pritchett,07/08/2024,Jun,Existing,16980,Virtucon
2373,Schwarz,07/08/2024,Jun,Lapsed,3780,Smith and Co.
2374,Levy,07/08/2024,Jul,New,17070,Vandelay Industries
2375,Gilman,07/08/2024,Jul,Existing,19860,Omni Consumer Products
2376,Parrish,07/08/2024,Jul,Existing,15270,Trans Pacific Airlines
2377,Gilman,07/08/2024,Jul,New,10320,Blarg Factory
2378,Hitchcock,07/08/2024,Jul,Lapsed,7140,Western Gas & Electric
2379,Parrish,07/08/2024,Jul,New,16530,Biffco
2380,Hall,08/08/2024,Jul,Existing,3180,Globo-Chem
2381,Schwarz,08/08/2024,Jul,New,9180,Blue Sun Corporation
2382,Hall,08/08/2024,Jul,New,22950,Rouster and Sideways
2383,Levy,08/08/2024,Jul,Lapsed,20550,Barrytron
2384,Schwarz,08/08/2024,Jul,New,20310,Acme Corp
2385,Schwarz,08/08/2024,Jul,Existing,22650,Mishima Zaibatsu
2386,Batiste,08/08/2024,Jul,Existing,5730,Roboto Industries
2387,Kroll,08/08/2024,Jul,New,24990,Keedsler Motors
2388,Schwarz,08/08/2024,Jul,Existing,13620,Crudgington Brewery
2389,Pritchett,08/08/2024,Jul,Existing,11790,PediaCorp
2390,Levy,08/08/2024,Jul,Lapsed,2580,Gizmonic Institute
2391,Vincent,09/08/2024,Jul,New,5280,Wernham Hogg
2392,Baines,09/08/2024,Jul,Lapsed,18210,OmniCo
2393,Moll,09/08/2024,Jul,New,11880,Videlectrix
2394,Hall,09/08/2024,Jul,Existing,10830,Smith and Co.
2395,Parrish,09/08/2024,Jul,New,14370,Blarg Factory
2396,Pritchett,09/08/2024,Jul,Existing,17160,United Robotronics
2397,Baines,09/08/2024,Jul,New,24270,Trans Continental Airlines
2398,Hall,09/08/2024,Jul,New,2310,General Services Corporation
2399,Schwarz,09/08/2024,Jul,Existing,28500,Matsumura Fishworks
2400,Simonson,09/08/2024,Jul,Existing,13260,TetraCorp
2401,Batiste,09/08/2024,Jul,Existing,4140,Biffco
2402,Hitchcock,09/08/2024,Jul,Lapsed,1800,Thatherton Fuels
2403,Levy,09/08/2024,Jul,Existing,27540,Keedsler Motors
2404,Ahmad,09/08/2024,Jul,Existing,8490,Virtucon
2405,Palacios,09/08/2024,Aug,Existing,15420,Northern & Southern Railway
2406,Ahmad,10/08/2024,Aug,Existing,28800,Gringotts
2407,Baines,10/08/2024,Aug,New,6480,Umbrella Corporation
2408,Levy,10/08/2024,Aug,Lapsed,5730,Mammoth Pictures
2409,Hall,10/08/2024,Aug,Lapsed,24510,Union Aerospace Corporation
2410,Moll,10/08/2024,Aug,New,20460,Slate Rock and Gravel Company
2411,Simonson,10/08/2024,Aug,Lapsed,19980,Atlantic Corporation
2412,Schwarz,10/08/2024,Aug,New,8400,Widget Corp
2413,Pritchett,10/08/2024,Aug,New,2310,Sombra Corporation
2414,Hall,10/08/2024,Aug,New,5760,The Drunken Clam
2415,Gilman,10/08/2024,Aug,New,27210,The Dot Grill
2416,Gilman,10/08/2024,Aug,New,26580,Demo Inc.
2417,Schwarz,10/08/2024,Aug,Lapsed,6360,Sudden Pacific Railroad
